col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i
SHP-001723,W-02,FG-0040,2024-03-20,100,100,0,1,西日本
SHP-001724,W-20,FG-0078,2025-08-07,20,20,0,1,海外
SHP-001725,W-09,FG-0038,2024-07-18,10,10,1,1,東日本
SHP-001726,W-17,FG-0049,2024-04-16,50,39,1,0,海外
SHP-001727,W-22,FG-0041,2024-08-08,20,20,1,1,西日本
SHP-001728,W-15,FG-0063,2024-07-21,100,100,0,1,西日本
SHP-001729,W-14,FG-0003,2025-03-20,100,100,1,1,海外
SHP-001730,W-11,FG-0046,2024-06-01,50,50,1,1,海外
SHP-001731,W-02,FG-0034,2026-02-19,100,100,1,1,海外
SHP-001732,W-03,FG-0062,2024-09-25,50,50,1,1,東日本
SHP-001733,W-02,FG-0030,2025-12-10,50,36,1,0,東日本
SHP-001734,W-07,FG-0034,2026-02-21,100,100,1,1,西日本
SHP-001735,W-15,FG-0032,2024-08-02,50,50,0,1,海外
SHP-001736,W-09,FG-0004,2025-08-13,100,100,1,1,東日本
SHP-001737,W-18,FG-0045,2026-04-17,50,50,1,1,西日本
SHP-001738,W-20,FG-0053,2026-01-14,20,20,1,1,北日本
SHP-001739,W-05,FG-0076,2024-08-09,50,50,1,1,海外
SHP-001740,W-16,FG-0061,2024-01-08,100,100,1,1,東日本
SHP-001741,W-14,FG-0031,2026-04-10,10,10,1,1,西日本
SHP-001742,W-04,FG-0028,2024-05-03,20,20,1,1,北日本
SHP-001743,W-17,FG-0056,2024-01-07,50,50,1,1,北日本
SHP-001744,W-19,FG-0063,2025-01-07,50,50,0,1,東日本
SHP-001745,W-06,FG-0056,2026-04-16,50,50,1,1,西日本
SHP-001746,W-19,FG-0010,2025-09-19,10,6,1,0,海外
SHP-001747,W-02,FG-0019,2024-04-26,10,10,1,1,海外
SHP-001748,W-10,FG-0017,2024-04-05,10,10,1,1,西日本
SHP-001749,W-08,FG-0076,2024-04-16,50,34,1,0,西日本
SHP-001750,W-02,FG-0017,2025-11-05,10,10,1,1,東日本
SHP-006126,W-15,FG-0080,2024-06-13,20,20,1,1,北日本
SHP-006127,W-21,FG-0031,2026-01-26,50,50,1,1,西日本
SHP-006128,W-11,FG-0037,2025-04-24,10,6,1,0,西日本
SHP-006129,W-12,FG-0046,2025-11-29,50,50,1,1,北日本
SHP-006130,W-20,FG-0031,2024-03-23,10,10,0,1,西日本
SHP-006131,W-15,FG-0034,2025-12-21,10,7,1,0,西日本
SHP-006132,W-24,FG-0058,2024-11-21,10,10,1,1,西日本
SHP-006133,W-10,FG-0015,2025-06-14,10,10,1,1,海外
SHP-006134,W-04,FG-0048,2025-09-24,50,50,1,1,北日本
SHP-006135,W-15,FG-0039,2026-04-26,10,10,1,1,北日本
SHP-006136,W-01,FG-0072,2024-11-01,100,100,1,1,海外
SHP-006137,W-03,FG-0080,2024-04-08,100,100,1,1,北日本
SHP-006138,W-22,FG-0029,2025-11-23,50,31,1,0,西日本
SHP-006139,W-08,FG-0033,2025-02-28,50,50,1,1,東日本
SHP-006140,W-08,FG-0048,2026-01-26,50,50,1,1,北日本
SHP-006141,W-07,FG-0039,2025-08-27,10,10,1,1,北日本
SHP-006142,W-01,FG-0048,2024-09-11,10,10,1,1,北日本
SHP-006143,W-07,FG-0040,2025-11-02,10,10,1,1,北日本
SHP-006144,W-20,FG-0067,2024-07-25,10,10,1,1,東日本
SHP-006145,W-21,FG-0001,2024-06-16,20,20,1,1,海外
SHP-006146,W-15,FG-0019,2025-08-25,10,10,1,1,西日本
SHP-006147,W-03,FG-0078,2024-10-24,20,20,1,1,西日本
SHP-006148,W-15,FG-0060,2024-08-04,10,10,0,1,北日本
SHP-006149,W-09,FG-0079,2025-10-04,50,35,1,0,西日本
SHP-006150,W-21,FG-0060,2025-02-25,50,50,0,1,海外
SHP-006151,W-21,FG-0058,2025-01-15,10,10,1,1,西日本
SHP-006152,W-22,FG-0044,2026-02-11,20,20,1,1,東日本
SHP-006153,W-13,FG-0051,2024-03-23,50,50,1,1,西日本
SHP-006154,W-16,FG-0070,2024-06-10,10,10,0,1,海外
SHP-006155,W-18,FG-0030,2026-01-15,100,100,1,1,東日本
SHP-006156,W-17,FG-0036,2025-05-30,10,10,1,1,海外
SHP-006157,W-04,FG-0021,2025-11-08,20,20,1,1,東日本
SHP-006158,W-21,FG-0036,2025-09-07,50,50,1,1,東日本
SHP-006159,W-05,FG-0060,2026-01-05,100,100,1,1,東日本
SHP-006160,W-19,FG-0049,2024-11-02,100,100,1,1,海外
SHP-006161,W-17,FG-0065,2024-11-18,100,67,1,0,東日本
SHP-006162,W-03,FG-0036,2025-09-18,20,20,1,1,海外
SHP-006163,W-08,FG-0016,2024-05-22,20,20,1,1,海外
SHP-006164,W-13,FG-0078,2026-02-02,50,50,0,1,海外
SHP-006165,W-01,FG-0038,2024-03-09,20,20,1,1,海外
SHP-006166,W-24,FG-0051,2025-12-21,100,100,1,1,東日本
SHP-006167,W-19,FG-0063,2024-01-25,20,20,1,1,西日本
SHP-006168,W-20,FG-0038,2025-11-22,10,10,1,1,海外
SHP-006169,W-14,FG-0062,2025-11-27,10,10,0,1,北日本
SHP-006170,W-19,FG-0056,2025-12-28,100,100,1,1,西日本
SHP-006171,W-11,FG-0061,2025-08-03,20,20,1,1,西日本
SHP-006172,W-18,FG-0046,2025-04-06,10,10,1,1,北日本
SHP-006173,W-15,FG-0021,2024-09-24,10,10,0,1,東日本
SHP-006174,W-20,FG-0006,2025-09-21,20,20,1,1,東日本
SHP-006175,W-10,FG-0041,2025-04-13,50,50,0,1,北日本
SHP-006176,W-17,FG-0020,2024-05-09,50,50,1,1,東日本
SHP-006177,W-21,FG-0017,2025-11-10,100,100,1,1,海外
SHP-006178,W-19,FG-0012,2024-02-20,10,10,1,1,西日本
SHP-006179,W-20,FG-0072,2025-02-09,20,20,0,1,東日本
SHP-006180,W-06,FG-0079,2024-07-02,50,50,1,1,東日本
SHP-006181,W-07,FG-0057,2025-02-25,100,100,1,1,西日本
SHP-006182,W-14,FG-0046,2025-11-13,50,50,1,1,海外
SHP-006183,W-10,FG-0068,2025-04-05,20,20,0,1,西日本
SHP-006184,W-05,FG-0047,2024-06-25,10,10,0,1,海外
SHP-006185,W-15,FG-0035,2024-02-11,20,20,1,1,北日本
SHP-006186,W-13,FG-0013,2024-04-27,10,10,1,1,東日本
SHP-006187,W-05,FG-0024,2025-12-01,20,20,0,1,西日本
SHP-006188,W-11,FG-0033,2024-03-10,50,50,1,1,東日本
SHP-006189,W-14,FG-0051,2025-04-29,20,20,1,1,北日本
SHP-006190,W-19,FG-0051,2025-02-11,50,50,0,1,西日本
SHP-006191,W-01,FG-0024,2026-03-28,10,10,1,1,海外
SHP-006192,W-11,FG-0029,2026-01-31,20,20,1,1,北日本
SHP-006193,W-04,FG-0056,2026-03-07,20,20,1,1,北日本
SHP-006194,W-09,FG-0049,2024-08-01,20,20,1,1,北日本
SHP-006195,W-10,FG-0006,2025-10-13,100,100,0,1,北日本
SHP-006196,W-09,FG-0065,2025-03-16,100,100,1,1,北日本
SHP-006197,W-21,FG-0063,2024-05-21,10,10,0,1,東日本
SHP-006198,W-02,FG-0051,2024-02-12,100,100,1,1,西日本
SHP-006199,W-03,FG-0058,2025-04-07,100,100,0,1,西日本
SHP-006200,W-15,FG-0032,2024-06-11,10,10,1,1,北日本
SHP-006201,W-08,FG-0037,2026-02-18,100,89,1,0,海外
SHP-006202,W-15,FG-0023,2026-04-10,20,20,1,1,東日本
SHP-006203,W-04,FG-0013,2024-02-11,10,10,1,1,北日本
SHP-006204,W-08,FG-0055,2025-07-22,10,10,1,1,東日本
SHP-006205,W-16,FG-0068,2024-06-06,50,50,1,1,海外
SHP-006206,W-22,FG-0011,2024-09-26,50,50,1,1,西日本
SHP-006207,W-10,FG-0078,2024-06-05,100,100,1,1,西日本
SHP-006208,W-18,FG-0051,2024-11-12,100,100,1,1,西日本
SHP-006209,W-01,FG-0003,2024-07-10,20,20,1,1,西日本
SHP-006210,W-05,FG-0029,2024-05-03,100,100,1,1,東日本
SHP-006211,W-22,FG-0007,2025-06-18,100,100,1,1,東日本
SHP-006212,W-05,FG-0036,2026-03-30,50,50,1,1,北日本
SHP-006213,W-10,FG-0062,2025-01-28,50,50,0,1,北日本
SHP-006214,W-24,FG-0061,2025-07-23,100,100,0,1,東日本
SHP-006215,W-16,FG-0021,2025-03-11,20,20,1,1,西日本
SHP-006216,W-01,FG-0005,2026-03-05,10,10,1,1,西日本
SHP-006217,W-19,FG-0035,2026-04-16,50,50,1,1,北日本
SHP-006218,W-06,FG-0040,2025-04-21,10,10,1,1,北日本
SHP-006219,W-21,FG-0028,2024-10-11,50,50,1,1,西日本
SHP-006220,W-03,FG-0059,2024-12-03,100,100,1,1,海外
SHP-006221,W-03,FG-0009,2026-03-14,10,10,1,1,北日本
SHP-006222,W-06,FG-0013,2024-09-24,50,37,1,0,東日本
SHP-006223,W-16,FG-0066,2025-09-05,100,100,1,1,西日本
SHP-006224,W-09,FG-0077,2025-12-24,100,100,1,1,北日本
SHP-006225,W-12,FG-0034,2026-04-07,100,100,1,1,西日本
SHP-006226,W-22,FG-0037,2026-03-18,20,20,1,1,東日本
SHP-006227,W-08,FG-0071,2025-07-20,50,50,1,1,西日本
SHP-006228,W-22,FG-0042,2024-07-11,100,100,1,1,北日本
SHP-006229,W-15,FG-0033,2026-01-10,10,10,1,1,西日本
SHP-006230,W-21,FG-0043,2024-07-06,10,10,1,1,西日本
SHP-006231,W-03,FG-0037,2024-12-23,20,20,1,1,北日本
SHP-006232,W-22,FG-0031,2025-05-26,10,10,1,1,東日本
SHP-006233,W-15,FG-0012,2025-08-25,100,100,1,1,西日本
SHP-006234,W-17,FG-0063,2025-01-08,100,100,1,1,東日本
SHP-006235,W-16,FG-0016,2025-09-08,20,20,1,1,海外
SHP-006236,W-19,FG-0049,2025-03-30,20,20,1,1,西日本
SHP-006237,W-08,FG-0065,2025-01-08,10,10,1,1,北日本
SHP-006238,W-21,FG-0047,2024-10-18,100,68,1,0,海外
SHP-006239,W-21,FG-0049,2024-04-13,20,20,1,1,東日本
SHP-006240,W-05,FG-0008,2026-03-03,20,20,1,1,海外
SHP-006241,W-06,FG-0018,2026-03-02,50,50,0,1,北日本
SHP-006242,W-08,FG-0068,2025-02-01,10,10,1,1,西日本
SHP-006243,W-06,FG-0010,2026-01-24,20,20,1,1,海外
SHP-006244,W-05,FG-0077,2024-09-30,20,20,1,1,西日本
SHP-006245,W-02,FG-0028,2024-12-25,20,20,0,1,北日本
SHP-006246,W-12,FG-0043,2026-04-19,50,50,1,1,海外
SHP-006247,W-23,FG-0046,2024-11-16,100,100,1,1,海外
SHP-006248,W-19,FG-0045,2024-12-14,10,10,1,1,西日本
SHP-006249,W-07,FG-0065,2024-06-11,10,10,1,1,北日本
SHP-006250,W-15,FG-0020,2024-04-12,10,10,1,1,西日本
SHP-006251,W-03,FG-0024,2024-05-14,50,50,1,1,西日本
SHP-006252,W-03,FG-0057,2026-04-15,10,10,1,1,北日本
SHP-006253,W-19,FG-0065,2025-03-21,20,20,0,1,北日本
SHP-006254,W-08,FG-0079,2024-07-04,100,100,1,1,東日本
SHP-006255,W-04,FG-0011,2025-07-01,10,10,1,1,西日本
SHP-006256,W-17,FG-0040,2026-04-20,100,100,1,1,東日本
SHP-006257,W-17,FG-0071,2025-05-01,20,20,1,1,東日本
SHP-006258,W-07,FG-0069,2024-03-29,50,50,1,1,東日本
SHP-006259,W-18,FG-0050,2025-08-19,50,50,1,1,海外
SHP-006260,W-19,FG-0032,2025-12-23,50,50,1,1,西日本
SHP-006261,W-13,FG-0019,2025-08-28,50,31,1,0,海外
SHP-006262,W-20,FG-0054,2025-05-31,20,20,1,1,西日本
SHP-006263,W-06,FG-0046,2025-09-23,20,20,1,1,西日本
SHP-006264,W-11,FG-0060,2026-01-24,100,100,1,1,西日本
SHP-006265,W-12,FG-0011,2024-05-14,20,20,1,1,海外
SHP-006266,W-10,FG-0047,2025-04-30,20,20,1,1,西日本
SHP-006267,W-05,FG-0040,2024-10-20,50,50,1,1,西日本
SHP-006268,W-01,FG-0062,2025-04-26,10,10,1,1,北日本
SHP-006269,W-20,FG-0022,2025-05-12,50,50,1,1,北日本
SHP-006270,W-09,FG-0014,2025-08-04,100,100,1,1,北日本
SHP-006271,W-17,FG-0029,2024-11-07,10,10,1,1,北日本
SHP-006272,W-12,FG-0005,2025-06-08,10,10,1,1,西日本
SHP-006273,W-12,FG-0014,2025-09-23,20,20,1,1,北日本
SHP-006274,W-02,FG-0041,2025-10-16,10,10,1,1,北日本
SHP-006275,W-11,FG-0050,2025-03-27,10,10,1,1,北日本
SHP-006276,W-15,FG-0006,2026-02-25,10,10,0,1,東日本
SHP-006277,W-05,FG-0055,2024-01-24,100,100,0,1,西日本
SHP-006278,W-03,FG-0034,2025-03-30,100,100,1,1,西日本
SHP-006279,W-15,FG-0071,2025-06-10,50,50,1,1,北日本
SHP-006280,W-20,FG-0031,2024-09-28,50,50,1,1,北日本
SHP-006281,W-16,FG-0051,2026-02-16,100,100,1,1,北日本
SHP-006282,W-14,FG-0076,2025-03-09,10,10,1,1,東日本
SHP-006283,W-06,FG-0040,2025-12-27,20,20,1,1,北日本
SHP-006284,W-09,FG-0054,2026-04-01,50,50,1,1,海外
SHP-006285,W-19,FG-0010,2025-01-04,100,100,1,1,東日本
SHP-006286,W-20,FG-0004,2025-06-30,10,10,1,1,北日本
SHP-006287,W-12,FG-0068,2024-08-07,100,100,1,1,東日本
SHP-006288,W-02,FG-0053,2024-06-05,50,36,1,0,東日本
SHP-006289,W-10,FG-0021,2024-02-07,50,50,0,1,東日本
SHP-006290,W-12,FG-0048,2024-02-09,10,10,1,1,海外
SHP-006291,W-09,FG-0046,2026-01-26,50,50,1,1,東日本
SHP-006292,W-22,FG-0074,2026-01-16,50,50,1,1,東日本
SHP-006293,W-12,FG-0077,2025-05-21,100,100,1,1,北日本
SHP-006294,W-09,FG-0059,2024-04-23,50,42,1,0,東日本
SHP-006295,W-01,FG-0075,2024-12-29,100,100,0,1,北日本
SHP-006296,W-15,FG-0079,2024-12-28,10,10,1,1,西日本
SHP-006297,W-20,FG-0043,2025-02-15,10,10,1,1,東日本
SHP-006298,W-14,FG-0066,2025-06-16,100,100,1,1,東日本
SHP-006299,W-13,FG-0053,2024-12-10,20,20,1,1,東日本
SHP-006300,W-02,FG-0069,2025-10-01,10,10,1,1,北日本
SHP-006301,W-14,FG-0033,2025-10-04,10,10,1,1,海外
SHP-006302,W-17,FG-0019,2024-01-03,100,100,1,1,東日本
SHP-006303,W-08,FG-0034,2024-06-22,10,10,1,1,西日本
SHP-006304,W-24,FG-0022,2025-11-04,50,50,1,1,西日本
SHP-006305,W-22,FG-0016,2025-03-03,20,20,1,1,北日本
SHP-006306,W-18,FG-0059,2025-12-22,20,20,1,1,東日本
SHP-006307,W-06,FG-0031,2025-03-21,100,100,1,1,海外
SHP-006308,W-23,FG-0047,2025-01-21,50,50,1,1,東日本
SHP-006309,W-05,FG-0055,2025-12-09,10,10,1,1,西日本
SHP-006310,W-05,FG-0073,2024-03-17,100,100,1,1,海外
SHP-006311,W-04,FG-0062,2024-02-11,10,10,1,1,北日本
SHP-006312,W-16,FG-0035,2025-09-16,50,50,1,1,東日本
SHP-006313,W-01,FG-0051,2024-06-07,100,100,0,1,西日本
SHP-006314,W-15,FG-0039,2026-03-23,100,100,0,1,海外
SHP-006315,W-06,FG-0073,2024-07-09,100,100,1,1,西日本
SHP-006316,W-24,FG-0069,2025-08-15,10,10,1,1,西日本
SHP-006317,W-10,FG-0079,2024-10-22,100,100,1,1,海外
SHP-006318,W-13,FG-0041,2024-10-08,50,50,1,1,北日本
SHP-006319,W-10,FG-0033,2024-01-12,10,10,1,1,東日本
SHP-006320,W-08,FG-0057,2024-10-16,100,100,1,1,海外
SHP-006321,W-02,FG-0056,2025-08-04,50,50,1,1,海外
SHP-006322,W-10,FG-0063,2024-08-25,10,10,1,1,西日本
SHP-006323,W-01,FG-0002,2024-03-14,20,20,1,1,東日本
SHP-006324,W-23,FG-0009,2025-08-06,50,50,1,1,北日本
SHP-006325,W-01,FG-0041,2025-07-05,10,10,1,1,東日本
SHP-006326,W-03,FG-0065,2026-02-07,50,50,0,1,東日本
SHP-006327,W-16,FG-0077,2024-06-12,20,20,0,1,海外
SHP-006328,W-20,FG-0048,2025-01-08,100,100,1,1,北日本
SHP-006329,W-18,FG-0070,2024-03-06,100,100,1,1,西日本
SHP-006330,W-24,FG-0011,2024-12-15,10,10,1,1,海外
SHP-006331,W-06,FG-0044,2026-01-22,20,20,1,1,東日本
SHP-006332,W-04,FG-0008,2026-04-24,10,10,1,1,北日本
SHP-006333,W-23,FG-0048,2025-04-21,20,20,1,1,北日本
SHP-006334,W-07,FG-0029,2026-03-24,10,10,1,1,西日本
SHP-006335,W-07,FG-0026,2024-10-01,10,10,1,1,海外
SHP-006336,W-07,FG-0009,2026-03-11,20,20,1,1,北日本
SHP-006337,W-14,FG-0013,2025-01-23,10,10,1,1,西日本
SHP-006338,W-23,FG-0027,2025-03-01,20,20,0,1,北日本
SHP-006339,W-07,FG-0027,2025-04-27,20,20,1,1,海外
SHP-006340,W-02,FG-0067,2025-01-11,100,100,1,1,西日本
SHP-006341,W-20,FG-0052,2026-02-05,50,50,1,1,海外
SHP-006342,W-14,FG-0061,2024-05-17,10,10,1,1,北日本
SHP-006343,W-06,FG-0024,2026-01-28,20,20,1,1,北日本
SHP-006344,W-11,FG-0055,2025-08-03,100,100,1,1,東日本
SHP-006345,W-18,FG-0080,2026-04-05,100,100,1,1,海外
SHP-006346,W-11,FG-0053,2024-09-23,20,15,1,0,西日本
SHP-006347,W-10,FG-0027,2025-12-06,100,100,1,1,北日本
SHP-006348,W-24,FG-0048,2025-01-27,100,100,1,1,西日本
SHP-006349,W-17,FG-0059,2024-05-31,50,50,1,1,西日本
SHP-006350,W-17,FG-0042,2024-09-15,10,10,1,1,海外
SHP-006351,W-02,FG-0062,2024-05-23,10,7,1,0,西日本
SHP-006352,W-13,FG-0070,2025-04-17,20,20,1,1,海外
SHP-006353,W-16,FG-0050,2026-01-13,20,20,1,1,海外
SHP-006354,W-21,FG-0015,2025-09-01,20,20,1,1,西日本
SHP-006355,W-11,FG-0039,2026-01-09,100,88,1,0,西日本
SHP-006356,W-12,FG-0076,2026-02-07,10,6,1,0,西日本
SHP-006357,W-18,FG-0071,2024-10-01,10,10,1,1,海外
SHP-006358,W-13,FG-0030,2025-03-10,20,20,1,1,北日本
SHP-006359,W-03,FG-0076,2024-05-04,50,50,1,1,北日本
SHP-006360,W-22,FG-0053,2024-06-08,10,10,1,1,西日本
SHP-006361,W-12,FG-0041,2024-12-15,10,10,1,1,東日本
SHP-006362,W-10,FG-0010,2024-03-17,20,20,1,1,西日本
SHP-006363,W-07,FG-0053,2024-05-03,100,100,1,1,北日本
SHP-006364,W-09,FG-0017,2024-12-16,100,100,1,1,海外
SHP-006365,W-17,FG-0040,2024-01-01,50,50,1,1,東日本
SHP-006366,W-17,FG-0060,2024-12-19,50,50,1,1,東日本
SHP-006367,W-24,FG-0050,2026-03-22,10,10,1,1,北日本
SHP-006368,W-08,FG-0023,2025-09-12,10,10,1,1,東日本
SHP-006369,W-09,FG-0002,2025-04-01,50,50,1,1,西日本
SHP-006370,W-15,FG-0068,2025-03-03,100,100,1,1,北日本
SHP-006371,W-03,FG-0014,2024-06-21,50,50,1,1,海外
SHP-006372,W-20,FG-0016,2025-03-02,20,20,1,1,東日本
SHP-006373,W-14,FG-0024,2026-04-11,100,100,0,1,北日本
SHP-006374,W-01,FG-0029,2025-12-12,10,10,1,1,海外
SHP-006375,W-16,FG-0025,2024-12-29,20,20,1,1,海外
SHP-006376,W-12,FG-0014,2024-12-25,20,20,1,1,東日本
SHP-006377,W-02,FG-0013,2024-05-30,20,20,1,1,海外
SHP-006378,W-14,FG-0031,2024-12-06,20,20,1,1,西日本
SHP-006379,W-03,FG-0032,2025-10-19,100,100,1,1,東日本
SHP-006380,W-09,FG-0003,2026-03-18,10,10,1,1,海外
SHP-006381,W-04,FG-0063,2026-04-14,50,50,1,1,海外
SHP-006382,W-06,FG-0018,2024-04-05,100,100,1,1,海外
SHP-006383,W-06,FG-0076,2024-04-22,20,20,0,1,東日本
SHP-006384,W-05,FG-0061,2024-09-19,50,50,1,1,東日本
SHP-006385,W-20,FG-0047,2024-06-29,20,20,1,1,海外
SHP-006386,W-20,FG-0008,2026-02-09,50,50,1,1,北日本
SHP-006387,W-06,FG-0008,2024-09-09,20,20,1,1,東日本
SHP-006388,W-06,FG-0062,2026-04-27,50,32,1,0,西日本
SHP-006389,W-21,FG-0079,2025-06-23,100,90,1,0,東日本
SHP-006390,W-19,FG-0052,2024-11-07,50,50,1,1,西日本
SHP-006391,W-16,FG-0069,2024-10-20,20,20,1,1,東日本
SHP-006392,W-03,FG-0009,2025-10-25,50,50,1,1,西日本
SHP-006393,W-16,FG-0045,2024-10-21,20,20,1,1,東日本
SHP-006394,W-12,FG-0064,2024-07-07,20,20,1,1,東日本
SHP-006395,W-03,FG-0038,2025-05-11,50,50,1,1,東日本
SHP-006396,W-15,FG-0027,2025-12-24,20,20,1,1,東日本
SHP-006397,W-12,FG-0066,2025-03-22,20,20,1,1,西日本
SHP-006398,W-02,FG-0052,2026-02-22,20,20,1,1,西日本
SHP-006399,W-18,FG-0079,2024-05-23,20,20,1,1,東日本
SHP-006400,W-01,FG-0053,2025-10-02,20,20,1,1,東日本
SHP-006401,W-19,FG-0060,2024-01-29,20,20,1,1,北日本
SHP-006402,W-19,FG-0072,2025-07-14,10,10,1,1,東日本
SHP-006403,W-12,FG-0009,2024-03-30,100,100,1,1,西日本
SHP-006404,W-11,FG-0057,2025-12-19,20,20,1,1,海外
SHP-006405,W-15,FG-0071,2024-07-05,50,50,1,1,海外
SHP-006406,W-04,FG-0024,2025-11-10,100,100,1,1,北日本
SHP-006407,W-16,FG-0041,2024-08-09,50,50,1,1,西日本
SHP-006408,W-07,FG-0046,2026-02-20,20,20,1,1,西日本
SHP-006409,W-15,FG-0044,2024-06-05,100,100,1,1,西日本
SHP-006410,W-24,FG-0013,2025-12-10,20,20,0,1,西日本
SHP-006411,W-07,FG-0024,2026-03-28,10,10,1,1,海外
SHP-006412,W-08,FG-0029,2025-10-27,10,10,1,1,北日本
SHP-006413,W-08,FG-0015,2026-04-09,100,100,1,1,東日本
SHP-006414,W-18,FG-0062,2025-02-21,10,10,0,1,北日本
SHP-006415,W-15,FG-0046,2026-04-17,20,20,1,1,東日本
SHP-006416,W-07,FG-0017,2025-05-02,50,50,1,1,東日本
SHP-006417,W-05,FG-0017,2024-04-01,50,50,1,1,東日本
SHP-006418,W-06,FG-0015,2024-01-11,10,10,1,1,西日本
SHP-006419,W-16,FG-0077,2025-08-29,10,10,1,1,北日本
SHP-006420,W-08,FG-0068,2025-09-02,50,50,1,1,海外
SHP-006421,W-20,FG-0075,2024-01-05,50,50,1,1,西日本
SHP-006422,W-07,FG-0056,2024-07-02,100,100,1,1,西日本
SHP-006423,W-07,FG-0038,2026-04-26,10,10,1,1,北日本
SHP-006424,W-24,FG-0044,2024-01-07,10,10,1,1,北日本
SHP-006425,W-12,FG-0068,2025-01-06,20,20,1,1,西日本
SHP-006426,W-18,FG-0056,2024-02-28,10,6,1,0,西日本
SHP-006427,W-12,FG-0072,2025-05-30,10,10,1,1,北日本
SHP-006428,W-13,FG-0044,2026-01-31,20,20,1,1,北日本
SHP-006429,W-15,FG-0071,2025-10-27,100,100,1,1,東日本
SHP-006430,W-12,FG-0046,2025-06-20,20,20,1,1,海外
SHP-006431,W-13,FG-0018,2025-06-07,100,100,1,1,海外
SHP-006432,W-13,FG-0054,2025-03-13,10,10,1,1,東日本
SHP-006433,W-08,FG-0078,2025-08-10,10,10,1,1,東日本
SHP-006434,W-23,FG-0074,2025-07-06,20,20,1,1,西日本
SHP-006435,W-11,FG-0048,2024-07-30,100,100,1,1,北日本
SHP-006436,W-07,FG-0073,2025-06-30,50,50,1,1,海外
SHP-006437,W-19,FG-0043,2025-04-28,50,50,1,1,海外
SHP-006438,W-18,FG-0039,2024-02-28,100,100,1,1,海外
SHP-006439,W-07,FG-0034,2025-02-28,10,10,1,1,海外
SHP-006440,W-02,FG-0072,2025-06-13,50,50,1,1,西日本
SHP-006441,W-03,FG-0018,2026-02-25,100,100,1,1,海外
SHP-006442,W-24,FG-0073,2024-07-30,100,100,1,1,東日本
SHP-006443,W-06,FG-0050,2024-09-13,100,100,1,1,北日本
SHP-006444,W-11,FG-0071,2025-06-06,100,100,1,1,東日本
SHP-006445,W-07,FG-0030,2025-11-20,100,100,0,1,北日本
SHP-006446,W-13,FG-0057,2025-08-20,20,12,1,0,海外
SHP-006447,W-08,FG-0054,2025-09-06,20,20,1,1,海外
SHP-006448,W-02,FG-0016,2025-09-04,20,20,1,1,海外
SHP-006449,W-01,FG-0044,2024-05-17,50,50,1,1,北日本
SHP-006450,W-01,FG-0009,2025-12-15,100,100,0,1,海外
SHP-006451,W-13,FG-0057,2025-03-19,50,50,1,1,西日本
SHP-006452,W-09,FG-0009,2024-12-08,50,50,1,1,海外
SHP-006453,W-24,FG-0054,2024-10-26,50,50,1,1,北日本
SHP-006454,W-07,FG-0053,2025-06-16,100,100,1,1,西日本
SHP-006455,W-01,FG-0055,2024-09-06,10,10,1,1,東日本
SHP-006456,W-17,FG-0029,2025-03-25,100,100,0,1,海外
SHP-006457,W-09,FG-0036,2024-05-16,10,10,1,1,東日本
SHP-006458,W-18,FG-0054,2024-04-27,20,18,1,0,西日本
SHP-006459,W-15,FG-0030,2024-12-24,50,50,1,1,北日本
SHP-006460,W-18,FG-0068,2024-04-19,50,50,1,1,西日本
SHP-006461,W-05,FG-0015,2024-02-26,100,62,1,0,東日本
SHP-006462,W-20,FG-0066,2024-04-25,20,20,1,1,東日本
SHP-006463,W-13,FG-0054,2024-10-20,50,50,1,1,東日本
SHP-006464,W-23,FG-0070,2025-11-22,100,100,1,1,西日本
SHP-006465,W-08,FG-0062,2025-11-05,20,16,1,0,西日本
SHP-006466,W-02,FG-0060,2026-04-11,10,10,1,1,東日本
SHP-006467,W-14,FG-0055,2024-08-20,100,100,0,1,北日本
SHP-006468,W-21,FG-0042,2025-03-21,50,50,1,1,東日本
SHP-006469,W-15,FG-0047,2024-03-08,50,50,1,1,北日本
SHP-006470,W-10,FG-0047,2024-09-14,50,50,1,1,海外
SHP-006471,W-04,FG-0011,2024-01-01,100,100,1,1,海外
SHP-006472,W-17,FG-0009,2024-07-18,50,50,1,1,東日本
SHP-006473,W-21,FG-0045,2025-01-24,20,20,1,1,東日本
SHP-006474,W-14,FG-0004,2025-06-06,50,50,0,1,海外
SHP-006475,W-10,FG-0015,2024-10-26,100,100,1,1,西日本
SHP-006476,W-02,FG-0076,2026-04-24,100,100,1,1,西日本
SHP-006477,W-01,FG-0005,2025-09-29,10,10,1,1,西日本
SHP-006478,W-01,FG-0049,2024-05-18,10,10,1,1,東日本
SHP-006479,W-19,FG-0048,2025-02-26,20,20,1,1,西日本
SHP-006480,W-07,FG-0053,2025-09-24,50,50,1,1,北日本
SHP-006481,W-23,FG-0041,2024-08-06,20,20,0,1,東日本
SHP-006482,W-18,FG-0046,2024-12-18,10,10,1,1,西日本
SHP-006483,W-06,FG-0040,2025-09-20,10,10,1,1,北日本
SHP-006484,W-22,FG-0038,2025-12-07,20,20,1,1,北日本
SHP-006485,W-08,FG-0020,2025-01-25,10,10,1,1,海外
SHP-006486,W-23,FG-0039,2024-09-04,50,37,1,0,東日本
SHP-006487,W-13,FG-0055,2025-06-02,10,10,1,1,北日本
