col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h
PO-0012486,S-0006,M-0199,2024-12-17,2025-01-30,500,829.18,CLOSED
PO-0012487,S-0041,M-0010,2024-01-10,2024-01-21,50,268.23,CLOSED
PO-0012488,S-0060,M-0002,2025-12-06,2025-12-26,500,2318.51,CLOSED
PO-0012489,S-0003,M-0138,2025-07-25,2025-08-28,500,1502.17,OPEN
PO-0012490,S-0024,M-0192,2026-01-18,2026-02-03,1000,2891.8,CLOSED
PO-0012491,S-0017,M-0063,2024-06-02,2024-07-08,500,3049.17,CLOSED
PO-0012492,S-0035,M-0087,2024-02-06,2024-03-26,200,275.3,CLOSED
PO-0012493,S-0022,M-0076,2026-04-03,2026-05-17,100,3520.86,CLOSED
PO-0012494,S-0054,M-0059,2025-10-01,2025-10-20,200,145.95,CLOSED
PO-0012495,S-0028,M-0068,2025-11-28,2025-12-23,100,2554.51,CLOSED
PO-0012496,S-0058,M-0052,2025-12-06,2025-12-20,500,1136.14,CLOSED
PO-0012497,S-0048,M-0123,2024-11-09,2024-12-20,200,1417.42,CLOSED
PO-0012498,S-0012,M-0084,2026-01-14,2026-01-25,1000,3706.09,CLOSED
PO-0012499,S-0059,M-0179,2025-10-03,2025-10-15,200,4501.37,CLOSED
PO-0012500,S-0002,M-0108,2026-01-16,2026-01-29,50,249.15,CLOSED
PO-0012501,S-0017,M-0044,2025-11-19,2025-12-25,500,1422.69,CLOSED
PO-0012502,S-0039,M-0094,2024-12-02,2024-12-30,50,3889.68,OPEN
PO-0012503,S-0043,M-0163,2024-10-29,2024-12-11,200,2957.33,OPEN
PO-0012504,S-0057,M-0004,2024-01-13,2024-01-24,200,1879.16,CLOSED
PO-0012505,S-0014,M-0049,2025-10-18,2025-12-04,100,4528.95,CLOSED
PO-0012506,S-0002,M-0108,2025-12-17,2025-12-30,50,249.15,CLOSED
PO-0012507,S-0011,M-0054,2025-09-17,2025-11-02,200,4904.57,CLOSED
PO-0012508,S-0017,M-0157,2025-09-27,2025-11-02,200,2301.19,CLOSED
PO-0012509,S-0031,M-0178,2024-09-12,2024-10-12,200,3446.18,CLOSED
PO-0012510,S-0019,M-0008,2025-12-25,2026-01-26,500,3602.18,CLOSED
PO-0012511,S-0047,M-0083,2025-10-29,2025-11-26,200,641.8,OPEN
PO-0012512,S-0026,M-0001,2025-07-16,2025-08-08,50,3245.23,CLOSED
PO-0012513,S-0020,M-0036,2026-04-17,2026-06-04,50,779.4,CLOSED
PO-0012514,S-0052,M-0149,2026-03-02,2026-03-19,500,3201.26,CLOSED
PO-0012515,S-0048,M-0123,2024-05-20,2024-06-30,200,1417.42,CLOSED
PO-0012516,S-0002,M-0050,2025-07-28,2025-08-10,1000,2411.05,CLOSED
PO-0012517,S-0046,M-0100,2024-08-18,2024-10-05,1000,4305.05,CLOSED
PO-0012518,S-0059,M-0095,2024-10-28,2024-11-09,200,4307.82,CLOSED
PO-0012519,S-0006,M-0093,2024-07-14,2024-08-27,1000,2812.46,CLOSED
PO-0012520,S-0028,M-0187,2024-10-05,2024-10-30,50,3707.04,CLOSED
PO-0012521,S-0020,M-0125,2024-11-08,2024-12-26,100,4994.57,CANCELLED
PO-0012522,S-0031,M-0037,2025-03-14,2025-04-13,500,2304.31,CLOSED
PO-0012523,S-0052,M-0149,2025-06-15,2025-07-02,500,3201.26,CLOSED
PO-0012524,S-0044,M-0092,2024-05-04,2024-05-23,100,788.53,CLOSED
PO-0012525,S-0052,M-0149,2026-04-30,2026-05-17,1000,3201.26,CLOSED
PO-0012526,S-0059,M-0129,2025-01-20,2025-02-01,100,4942.65,CLOSED
PO-0012527,S-0041,M-0097,2024-06-02,2024-06-13,1000,3319.12,CLOSED
PO-0012528,S-0007,M-0166,2026-03-26,2026-04-29,1000,4513.4,CLOSED
PO-0012529,S-0041,M-0136,2026-01-06,2026-01-17,500,3746.49,CLOSED
PO-0012530,S-0012,M-0140,2025-06-22,2025-07-03,50,4360.66,CLOSED
PO-0012531,S-0022,M-0076,2025-04-18,2025-06-01,50,3520.86,CANCELLED
PO-0012532,S-0020,M-0190,2025-03-26,2025-05-13,50,2910.7,CLOSED
PO-0012533,S-0023,M-0195,2024-07-22,2024-08-06,50,4355.82,OPEN
PO-0012534,S-0017,M-0063,2024-12-15,2025-01-20,100,3049.17,OPEN
PO-0012535,S-0030,M-0122,2024-11-28,2024-12-11,50,1948.75,CLOSED
PO-0012536,S-0016,M-0141,2025-05-19,2025-07-05,1000,758.43,CANCELLED
PO-0012537,S-0031,M-0062,2025-03-10,2025-04-09,50,4741.4,CLOSED
PO-0012538,S-0003,M-0130,2024-11-06,2024-12-10,200,4828.5,CLOSED
PO-0012539,S-0053,M-0104,2025-10-06,2025-10-31,50,2223.81,CLOSED
PO-0012540,S-0054,M-0043,2025-04-25,2025-05-14,50,4491.18,CLOSED
PO-0012541,S-0044,M-0143,2025-05-21,2025-06-09,100,415.62,CLOSED
PO-0012542,S-0047,M-0156,2025-01-24,2025-02-21,500,1860.59,CLOSED
PO-0012543,S-0050,M-0193,2026-02-24,2026-04-13,200,3391.13,CLOSED
PO-0012544,S-0017,M-0157,2024-09-05,2024-10-11,50,2301.19,CLOSED
PO-0012545,S-0030,M-0072,2025-12-25,2026-01-07,1000,2982.75,CLOSED
PO-0012546,S-0029,M-0117,2024-10-18,2024-12-10,100,192.9,CLOSED
PO-0012547,S-0001,M-0147,2024-08-04,2024-09-27,100,3902.64,CLOSED
PO-0012548,S-0048,M-0197,2024-10-23,2024-12-03,100,1912.16,OPEN
PO-0012549,S-0003,M-0014,2026-04-11,2026-05-15,200,4499.96,CLOSED
PO-0012550,S-0060,M-0002,2024-12-27,2025-01-16,50,2318.51,CLOSED
PO-0012551,S-0049,M-0051,2025-04-07,2025-05-13,100,2714.19,CLOSED
PO-0012552,S-0026,M-0167,2025-01-28,2025-02-20,1000,4842.62,CLOSED
PO-0012553,S-0056,M-0018,2025-04-28,2025-06-07,200,838.03,CLOSED
PO-0012554,S-0012,M-0140,2025-10-28,2025-11-08,100,4360.66,OPEN
PO-0012555,S-0018,M-0046,2025-12-04,2025-12-31,1000,4470.48,CLOSED
PO-0012556,S-0002,M-0023,2024-08-09,2024-08-22,1000,933.91,CLOSED
PO-0012557,S-0042,M-0056,2025-08-23,2025-10-11,1000,4340.91,CLOSED
PO-0012558,S-0038,M-0085,2024-04-07,2024-05-17,100,1450.84,CLOSED
PO-0012559,S-0026,M-0001,2025-04-06,2025-04-29,1000,3245.23,CLOSED
PO-0012560,S-0026,M-0167,2025-11-16,2025-12-09,100,4842.62,CLOSED
PO-0012561,S-0029,M-0126,2024-04-15,2024-06-07,100,1758.36,OPEN
PO-0012562,S-0059,M-0095,2025-11-21,2025-12-03,1000,4307.82,CLOSED
PO-0012563,S-0044,M-0150,2025-05-27,2025-06-15,200,530.96,CLOSED
PO-0012564,S-0017,M-0174,2024-01-03,2024-02-08,200,3721.5,CLOSED
PO-0012565,S-0020,M-0036,2024-12-27,2025-02-13,500,779.4,CLOSED
PO-0012566,S-0030,M-0072,2025-02-08,2025-02-21,500,2982.75,CLOSED
PO-0012567,S-0034,M-0081,2025-11-03,2025-12-26,50,4983.33,CLOSED
PO-0012568,S-0034,M-0071,2025-05-28,2025-07-20,100,4050.59,CLOSED
PO-0012569,S-0002,M-0017,2024-03-22,2024-04-04,200,4626.21,CLOSED
PO-0012570,S-0047,M-0177,2026-04-30,2026-05-28,200,2317.31,OPEN
PO-0012571,S-0005,M-0003,2025-12-04,2026-01-21,200,2554.13,CLOSED
PO-0012572,S-0001,M-0077,2025-10-31,2025-12-24,100,473.78,CANCELLED
PO-0012573,S-0023,M-0195,2025-05-28,2025-06-12,1000,4355.82,CLOSED
PO-0012574,S-0026,M-0001,2024-06-23,2024-07-16,1000,3245.23,CLOSED
PO-0012575,S-0017,M-0007,2026-04-13,2026-05-19,200,3724.96,CLOSED
PO-0012576,S-0043,M-0163,2025-07-21,2025-09-02,500,2957.33,CLOSED
PO-0012577,S-0006,M-0134,2025-07-17,2025-08-30,1000,4303.74,CLOSED
PO-0012578,S-0038,M-0176,2025-09-05,2025-10-15,500,2544,CLOSED
PO-0012579,S-0041,M-0010,2024-06-16,2024-06-27,1000,268.23,OPEN
PO-0012580,S-0034,M-0109,2025-03-10,2025-05-02,200,948.37,CLOSED
PO-0012581,S-0051,M-0169,2025-07-23,2025-08-25,50,4944.66,CLOSED
PO-0012582,S-0006,M-0119,2025-09-25,2025-11-08,50,2334.17,CLOSED
PO-0012583,S-0005,M-0103,2025-07-24,2025-09-10,1000,3973.51,CLOSED
PO-0012584,S-0056,M-0089,2024-04-14,2024-05-24,50,1457.48,CLOSED
PO-0012585,S-0044,M-0065,2025-02-17,2025-03-08,500,4710.28,CLOSED
PO-0012586,S-0005,M-0170,2024-01-05,2024-02-22,1000,2952.6,CLOSED
PO-0012587,S-0039,M-0033,2025-05-19,2025-06-16,200,2236.84,CLOSED
PO-0012588,S-0017,M-0107,2024-08-29,2024-10-04,50,1183.18,CANCELLED
PO-0012589,S-0002,M-0017,2024-01-27,2024-02-09,1000,4626.21,CLOSED
PO-0012590,S-0047,M-0156,2025-10-24,2025-11-21,100,1860.59,OPEN
PO-0012591,S-0038,M-0176,2026-03-16,2026-04-25,100,2544,CLOSED
PO-0012592,S-0037,M-0074,2025-05-17,2025-06-12,500,1926,CLOSED
PO-0012593,S-0034,M-0071,2025-07-15,2025-09-06,200,4050.59,CLOSED
PO-0012594,S-0017,M-0007,2024-04-26,2024-06-01,200,3724.96,CLOSED
PO-0012595,S-0005,M-0170,2024-07-26,2024-09-12,50,2952.6,CLOSED
PO-0012596,S-0048,M-0197,2024-03-12,2024-04-22,100,1912.16,CLOSED
PO-0012597,S-0043,M-0163,2024-01-03,2024-02-15,500,2957.33,CLOSED
PO-0012598,S-0010,M-0180,2024-12-19,2025-01-02,1000,1411.33,CLOSED
PO-0012599,S-0041,M-0110,2025-01-26,2025-02-06,200,2376.55,CLOSED
PO-0012600,S-0018,M-0046,2024-11-24,2024-12-21,1000,4470.48,CLOSED
PO-0012601,S-0020,M-0036,2025-06-30,2025-08-17,50,779.4,CLOSED
PO-0012602,S-0047,M-0083,2025-08-12,2025-09-09,200,641.8,CANCELLED
PO-0012603,S-0041,M-0110,2024-04-19,2024-04-30,500,2376.55,CLOSED
PO-0012604,S-0034,M-0081,2024-01-18,2024-03-11,50,4983.33,CLOSED
PO-0012605,S-0028,M-0012,2024-06-22,2024-07-17,500,603.78,CLOSED
PO-0012606,S-0010,M-0180,2025-05-02,2025-05-16,500,1411.33,CLOSED
PO-0012607,S-0020,M-0036,2026-04-13,2026-05-31,500,779.4,CLOSED
PO-0012608,S-0012,M-0084,2024-11-09,2024-11-20,500,3706.09,CLOSED
PO-0012609,S-0023,M-0082,2024-06-25,2024-07-10,500,1567.78,CLOSED
PO-0012610,S-0042,M-0056,2024-12-10,2025-01-28,1000,4340.91,OPEN
PO-0012611,S-0014,M-0049,2025-08-07,2025-09-23,500,4528.95,CLOSED
PO-0012612,S-0043,M-0029,2025-12-29,2026-02-10,500,2041.88,OPEN
PO-0012613,S-0047,M-0083,2025-08-07,2025-09-04,50,641.8,CLOSED
PO-0012614,S-0049,M-0051,2024-05-06,2024-06-11,100,2714.19,CLOSED
PO-0012615,S-0028,M-0187,2025-08-02,2025-08-27,50,3707.04,CLOSED
PO-0012616,S-0003,M-0130,2025-07-31,2025-09-03,50,4828.5,CLOSED
PO-0012617,S-0038,M-0085,2025-11-26,2026-01-05,1000,1450.84,CLOSED
PO-0012618,S-0009,M-0030,2025-03-22,2025-05-06,1000,3341.4,CLOSED
PO-0012619,S-0054,M-0043,2024-09-29,2024-10-18,50,4491.18,CLOSED
PO-0012620,S-0005,M-0003,2025-01-31,2025-03-20,50,2554.13,CLOSED
PO-0012621,S-0025,M-0127,2025-02-12,2025-02-23,100,4354.53,CLOSED
PO-0012622,S-0007,M-0162,2024-02-23,2024-03-28,50,721.54,CLOSED
PO-0012623,S-0006,M-0134,2024-11-25,2025-01-08,100,4303.74,CLOSED
PO-0012624,S-0031,M-0037,2025-12-31,2026-01-30,500,2304.31,CLOSED
PO-0012625,S-0053,M-0091,2025-05-16,2025-06-10,50,2484.15,CLOSED
PO-0012626,S-0031,M-0062,2026-03-23,2026-04-22,500,4741.4,CLOSED
PO-0012627,S-0043,M-0168,2025-08-31,2025-10-13,50,3215.49,CLOSED
PO-0012628,S-0010,M-0186,2025-02-22,2025-03-08,1000,501.56,CLOSED
PO-0012629,S-0014,M-0049,2024-07-31,2024-09-16,500,4528.95,CLOSED
PO-0012630,S-0003,M-0014,2025-12-09,2026-01-12,100,4499.96,CLOSED
PO-0012631,S-0022,M-0021,2024-11-25,2025-01-08,1000,4836.1,CLOSED
PO-0012632,S-0045,M-0039,2025-11-03,2025-12-07,1000,3903.18,CLOSED
PO-0012633,S-0011,M-0054,2025-12-01,2026-01-16,100,4904.57,CANCELLED
PO-0012634,S-0039,M-0025,2025-07-13,2025-08-10,100,1956.72,CLOSED
PO-0012635,S-0046,M-0181,2025-05-18,2025-07-05,100,4973.41,CLOSED
PO-0012636,S-0011,M-0054,2025-12-19,2026-02-03,500,4904.57,OPEN
PO-0012637,S-0027,M-0185,2025-01-21,2025-03-03,100,2162.48,CLOSED
PO-0012638,S-0002,M-0017,2024-01-16,2024-01-29,1000,4626.21,CLOSED
PO-0012639,S-0006,M-0134,2026-04-30,2026-06-13,50,4303.74,CLOSED
PO-0012640,S-0038,M-0176,2026-04-14,2026-05-24,200,2544,CLOSED
PO-0012641,S-0012,M-0140,2026-02-06,2026-02-17,1000,4360.66,CANCELLED
PO-0012642,S-0020,M-0105,2025-04-28,2025-06-15,50,2527.34,CLOSED
PO-0012643,S-0005,M-0003,2024-06-18,2024-08-05,500,2554.13,OPEN
PO-0012644,S-0002,M-0108,2025-09-21,2025-10-04,1000,249.15,CLOSED
PO-0012645,S-0053,M-0114,2026-01-07,2026-02-01,100,4353.37,CLOSED
PO-0012646,S-0048,M-0148,2024-01-22,2024-03-03,1000,3889.92,CLOSED
PO-0012647,S-0030,M-0041,2025-07-12,2025-07-25,100,3354.51,CLOSED
PO-0012648,S-0041,M-0097,2025-05-12,2025-05-23,100,3319.12,CLOSED
PO-0012649,S-0041,M-0045,2024-05-13,2024-05-24,50,2227.37,CLOSED
PO-0012650,S-0039,M-0025,2025-08-30,2025-09-27,100,1956.72,CLOSED
PO-0012651,S-0030,M-0072,2025-06-06,2025-06-19,1000,2982.75,CLOSED
PO-0012652,S-0053,M-0091,2025-03-05,2025-03-30,500,2484.15,CLOSED
PO-0012653,S-0002,M-0017,2026-04-04,2026-04-17,1000,4626.21,CLOSED
PO-0012654,S-0020,M-0036,2025-04-23,2025-06-10,100,779.4,OPEN
PO-0012655,S-0041,M-0045,2024-02-20,2024-03-02,1000,2227.37,CLOSED
PO-0012656,S-0025,M-0158,2024-01-27,2024-02-07,50,3390.44,CLOSED
PO-0012657,S-0059,M-0152,2025-05-31,2025-06-12,500,3750.03,CLOSED
PO-0012658,S-0002,M-0108,2025-05-07,2025-05-20,100,249.15,CLOSED
PO-0012659,S-0037,M-0096,2024-06-16,2024-07-12,100,3067.67,CLOSED
PO-0012660,S-0040,M-0016,2024-05-18,2024-06-08,1000,4329.8,CLOSED
PO-0012661,S-0021,M-0028,2025-01-06,2025-01-29,50,4505.23,CLOSED
PO-0012662,S-0030,M-0041,2024-09-05,2024-09-18,200,3354.51,CLOSED
PO-0012663,S-0041,M-0135,2025-11-03,2025-11-14,200,227.7,CLOSED
PO-0012664,S-0060,M-0002,2024-08-10,2024-08-30,100,2318.51,CLOSED
PO-0012665,S-0044,M-0027,2024-11-24,2024-12-13,100,2184.92,CLOSED
PO-0012666,S-0022,M-0090,2024-02-08,2024-03-23,1000,1299.77,CLOSED
PO-0012667,S-0006,M-0093,2025-12-11,2026-01-24,1000,2812.46,CLOSED
PO-0012668,S-0059,M-0179,2025-09-29,2025-10-11,500,4501.37,OPEN
PO-0012669,S-0031,M-0034,2026-04-16,2026-05-16,100,469.74,CLOSED
PO-0012670,S-0047,M-0156,2024-09-22,2024-10-20,200,1860.59,CLOSED
PO-0012671,S-0038,M-0066,2024-08-11,2024-09-20,100,3501.11,CLOSED
PO-0012672,S-0041,M-0010,2025-03-22,2025-04-02,50,268.23,CLOSED
PO-0012673,S-0050,M-0171,2026-01-18,2026-03-07,500,64.04,CLOSED
PO-0012674,S-0049,M-0137,2026-01-15,2026-02-20,50,873.51,OPEN
PO-0012675,S-0045,M-0165,2024-03-23,2024-04-26,1000,2244.75,CLOSED
PO-0012676,S-0045,M-0099,2025-11-01,2025-12-05,1000,1491.73,CANCELLED
PO-0012677,S-0058,M-0052,2024-09-30,2024-10-14,50,1136.14,CLOSED
PO-0012678,S-0028,M-0068,2024-05-11,2024-06-05,500,2554.51,CLOSED
PO-0012679,S-0050,M-0193,2025-06-08,2025-07-26,200,3391.13,CLOSED
PO-0012680,S-0017,M-0113,2024-12-17,2025-01-22,500,4852.41,CLOSED
PO-0012681,S-0017,M-0113,2026-02-03,2026-03-11,50,4852.41,CLOSED
PO-0012682,S-0041,M-0097,2024-03-26,2024-04-06,500,3319.12,CLOSED
PO-0012683,S-0047,M-0132,2025-10-03,2025-10-31,500,4361.12,CLOSED
PO-0012684,S-0040,M-0016,2024-06-08,2024-06-29,200,4329.8,CLOSED
PO-0012685,S-0015,M-0101,2024-02-16,2024-03-07,100,2969.46,CLOSED
PO-0012686,S-0055,M-0075,2024-03-11,2024-04-07,50,2463.37,OPEN
PO-0012687,S-0017,M-0044,2024-06-27,2024-08-02,50,1422.69,CLOSED
PO-0012688,S-0020,M-0036,2024-06-01,2024-07-19,1000,779.4,OPEN
PO-0012689,S-0017,M-0157,2024-07-12,2024-08-17,500,2301.19,CLOSED
PO-0012690,S-0020,M-0125,2024-06-27,2024-08-14,500,4994.57,CLOSED
PO-0012691,S-0003,M-0014,2024-01-13,2024-02-16,100,4499.96,CLOSED
PO-0012692,S-0021,M-0042,2024-05-02,2024-05-25,100,4084.28,CLOSED
PO-0012693,S-0036,M-0078,2026-01-30,2026-03-16,1000,2406.66,CLOSED
PO-0012694,S-0059,M-0152,2025-12-01,2025-12-13,1000,3750.03,CLOSED
PO-0012695,S-0017,M-0044,2025-08-29,2025-10-04,50,1422.69,OPEN
PO-0012696,S-0041,M-0045,2025-04-19,2025-04-30,500,2227.37,CLOSED
PO-0012697,S-0055,M-0069,2024-11-18,2024-12-15,50,572.42,CLOSED
PO-0012698,S-0048,M-0197,2025-03-19,2025-04-29,1000,1912.16,CLOSED
PO-0012699,S-0040,M-0159,2025-05-17,2025-06-07,100,4580.52,OPEN
PO-0012700,S-0038,M-0085,2024-08-06,2024-09-15,1000,1450.84,CLOSED
PO-0012701,S-0003,M-0014,2024-03-17,2024-04-20,100,4499.96,CLOSED
PO-0012702,S-0003,M-0138,2024-12-18,2025-01-21,500,1502.17,CLOSED
PO-0012703,S-0005,M-0160,2024-08-20,2024-10-07,50,1545.84,CLOSED
PO-0012704,S-0048,M-0197,2025-06-28,2025-08-08,100,1912.16,CANCELLED
PO-0012705,S-0047,M-0156,2024-02-20,2024-03-19,500,1860.59,CLOSED
PO-0012706,S-0016,M-0061,2024-09-26,2024-11-12,1000,3125.61,CLOSED
PO-0012707,S-0041,M-0035,2024-08-26,2024-09-06,500,512.27,CLOSED
PO-0012708,S-0041,M-0009,2025-11-08,2025-11-19,1000,2468.23,CLOSED
PO-0012709,S-0024,M-0192,2024-07-15,2024-07-31,200,2891.8,CLOSED
PO-0012710,S-0030,M-0072,2024-05-29,2024-06-11,50,2982.75,CLOSED
PO-0012711,S-0031,M-0133,2025-10-25,2025-11-24,1000,3135.13,CLOSED
PO-0012712,S-0048,M-0031,2025-10-09,2025-11-19,1000,2867.07,CLOSED
PO-0012713,S-0005,M-0170,2026-04-12,2026-05-30,1000,2952.6,CLOSED
PO-0012714,S-0020,M-0036,2024-01-09,2024-02-26,100,779.4,OPEN
PO-0012715,S-0043,M-0112,2026-02-27,2026-04-11,500,231.65,CLOSED
PO-0012716,S-0006,M-0093,2024-04-15,2024-05-29,100,2812.46,CLOSED
PO-0012717,S-0030,M-0041,2025-05-09,2025-05-22,100,3354.51,CLOSED
PO-0012718,S-0010,M-0047,2024-03-01,2024-03-15,50,3485.05,CLOSED
PO-0012719,S-0020,M-0144,2024-02-20,2024-04-08,50,1287.99,CLOSED
PO-0012720,S-0017,M-0044,2024-04-25,2024-05-31,50,1422.69,CLOSED
PO-0012721,S-0019,M-0086,2024-04-27,2024-05-29,200,938.24,CLOSED
PO-0012722,S-0034,M-0109,2025-01-10,2025-03-04,200,948.37,CANCELLED
PO-0012723,S-0022,M-0021,2026-04-07,2026-05-21,500,4836.1,CLOSED
PO-0012724,S-0039,M-0094,2025-01-12,2025-02-09,100,3889.68,CLOSED
PO-0012725,S-0052,M-0149,2024-04-01,2024-04-18,200,3201.26,CLOSED
PO-0012726,S-0003,M-0014,2025-01-03,2025-02-06,1000,4499.96,CLOSED
PO-0012727,S-0054,M-0059,2025-04-25,2025-05-14,50,145.95,CLOSED
PO-0012728,S-0017,M-0157,2025-02-18,2025-03-26,100,2301.19,CLOSED
PO-0012729,S-0015,M-0101,2025-02-18,2025-03-10,50,2969.46,CLOSED
PO-0012730,S-0017,M-0007,2025-09-21,2025-10-27,50,3724.96,CLOSED
PO-0012731,S-0017,M-0026,2024-02-10,2024-03-17,50,2208.48,CLOSED
PO-0012732,S-0026,M-0167,2024-02-16,2024-03-10,200,4842.62,CLOSED
PO-0012733,S-0025,M-0158,2024-08-08,2024-08-19,200,3390.44,CLOSED
PO-0012734,S-0017,M-0057,2026-03-04,2026-04-09,200,1097.72,CLOSED
PO-0012735,S-0016,M-0141,2026-02-15,2026-04-03,50,758.43,CLOSED
PO-0012736,S-0047,M-0132,2024-04-25,2024-05-23,200,4361.12,CLOSED
PO-0012737,S-0031,M-0062,2025-08-03,2025-09-02,1000,4741.4,CLOSED
PO-0012738,S-0037,M-0146,2024-04-18,2024-05-14,200,1511.39,CLOSED
PO-0012739,S-0017,M-0142,2026-01-03,2026-02-08,500,3350.86,CLOSED
PO-0012740,S-0039,M-0033,2026-01-11,2026-02-08,1000,2236.84,CLOSED
PO-0012741,S-0015,M-0101,2024-05-25,2024-06-14,200,2969.46,CLOSED
PO-0012742,S-0049,M-0051,2025-12-20,2026-01-25,1000,2714.19,CLOSED
PO-0012743,S-0051,M-0079,2024-09-29,2024-11-01,50,1506.47,CLOSED
PO-0012744,S-0002,M-0023,2025-07-21,2025-08-03,100,933.91,CLOSED
PO-0012745,S-0050,M-0193,2025-02-04,2025-03-24,100,3391.13,CLOSED
PO-0012746,S-0001,M-0077,2025-04-28,2025-06-21,500,473.78,OPEN
PO-0012747,S-0042,M-0164,2025-05-15,2025-07-03,500,3097.48,CLOSED
PO-0012748,S-0038,M-0176,2024-06-10,2024-07-20,1000,2544,CLOSED
PO-0012749,S-0045,M-0165,2025-07-19,2025-08-22,1000,2244.75,OPEN
PO-0012750,S-0006,M-0134,2026-04-01,2026-05-15,200,4303.74,CLOSED
PO-0012751,S-0044,M-0143,2025-06-08,2025-06-27,50,415.62,CLOSED
PO-0012752,S-0010,M-0186,2024-11-25,2024-12-09,1000,501.56,CLOSED
PO-0012753,S-0012,M-0084,2024-08-14,2024-08-25,1000,3706.09,CLOSED
PO-0012754,S-0044,M-0092,2024-05-12,2024-05-31,50,788.53,CLOSED
PO-0012755,S-0035,M-0087,2024-03-18,2024-05-06,500,275.3,CLOSED
PO-0012756,S-0007,M-0162,2025-02-24,2025-03-30,100,721.54,CLOSED
PO-0012757,S-0047,M-0177,2024-09-09,2024-10-07,50,2317.31,CLOSED
PO-0012758,S-0047,M-0132,2025-11-04,2025-12-02,500,4361.12,CLOSED
PO-0012759,S-0038,M-0176,2026-01-17,2026-02-26,200,2544,CANCELLED
PO-0012760,S-0031,M-0178,2024-04-15,2024-05-15,50,3446.18,CLOSED
PO-0012761,S-0030,M-0041,2024-12-29,2025-01-11,200,3354.51,CLOSED
PO-0012762,S-0023,M-0195,2026-01-25,2026-02-09,200,4355.82,CLOSED
PO-0012763,S-0050,M-0193,2026-03-10,2026-04-27,1000,3391.13,OPEN
PO-0012764,S-0002,M-0050,2024-01-16,2024-01-29,500,2411.05,CLOSED
PO-0012765,S-0040,M-0016,2024-11-22,2024-12-13,500,4329.8,CLOSED
PO-0012766,S-0040,M-0016,2024-09-10,2024-10-01,500,4329.8,CLOSED
PO-0012767,S-0041,M-0035,2025-12-10,2025-12-21,500,512.27,CLOSED
PO-0012768,S-0045,M-0099,2025-03-17,2025-04-20,50,1491.73,CLOSED
PO-0012769,S-0002,M-0017,2026-02-18,2026-03-03,200,4626.21,CLOSED
PO-0012770,S-0041,M-0110,2026-01-27,2026-02-07,50,2376.55,CLOSED
PO-0012771,S-0021,M-0028,2024-12-04,2024-12-27,100,4505.23,CLOSED
PO-0012772,S-0034,M-0081,2025-11-12,2026-01-04,50,4983.33,CLOSED
PO-0012773,S-0009,M-0161,2025-11-27,2026-01-11,500,1556.6,CLOSED
PO-0012774,S-0012,M-0098,2024-06-17,2024-06-28,100,824.84,CLOSED
PO-0012775,S-0006,M-0199,2025-10-26,2025-12-09,100,829.18,OPEN
PO-0012776,S-0028,M-0012,2025-06-23,2025-07-18,100,603.78,CLOSED
PO-0012777,S-0041,M-0097,2025-06-09,2025-06-20,1000,3319.12,OPEN
PO-0012778,S-0047,M-0132,2025-12-03,2025-12-31,1000,4361.12,CLOSED
PO-0012779,S-0047,M-0177,2025-06-05,2025-07-03,500,2317.31,CLOSED
PO-0012780,S-0028,M-0068,2024-10-07,2024-11-01,50,2554.51,CLOSED
PO-0012781,S-0026,M-0196,2024-02-22,2024-03-16,500,3717.8,CLOSED
PO-0012782,S-0010,M-0139,2025-08-21,2025-09-04,200,2089.66,CLOSED
PO-0012783,S-0039,M-0194,2026-01-07,2026-02-04,100,943.06,CLOSED
PO-0012784,S-0009,M-0030,2024-12-08,2025-01-22,200,3341.4,CLOSED
PO-0012785,S-0059,M-0179,2025-07-25,2025-08-06,50,4501.37,CLOSED
PO-0012786,S-0025,M-0127,2024-01-14,2024-01-25,50,4354.53,CLOSED
PO-0012787,S-0008,M-0102,2024-01-08,2024-01-21,100,3255.79,CLOSED
PO-0012788,S-0017,M-0044,2025-09-02,2025-10-08,50,1422.69,CLOSED
PO-0012789,S-0027,M-0185,2024-11-27,2025-01-07,200,2162.48,OPEN
PO-0012790,S-0026,M-0001,2025-09-27,2025-10-20,100,3245.23,CLOSED
PO-0012791,S-0042,M-0164,2026-03-04,2026-04-22,1000,3097.48,CANCELLED
PO-0012792,S-0001,M-0147,2024-04-18,2024-06-11,200,3902.64,CLOSED
PO-0012793,S-0008,M-0102,2025-12-04,2025-12-17,1000,3255.79,CLOSED
PO-0012794,S-0047,M-0156,2024-02-09,2024-03-08,100,1860.59,CLOSED
PO-0012795,S-0029,M-0116,2025-01-28,2025-03-22,50,1371.93,CLOSED
PO-0012796,S-0002,M-0050,2024-10-07,2024-10-20,200,2411.05,CLOSED
PO-0012797,S-0041,M-0035,2026-01-14,2026-01-25,50,512.27,CLOSED
PO-0012798,S-0044,M-0092,2024-10-18,2024-11-06,50,788.53,CLOSED
PO-0012799,S-0002,M-0023,2024-03-22,2024-04-04,100,933.91,CLOSED
PO-0012800,S-0045,M-0165,2024-04-02,2024-05-06,1000,2244.75,CLOSED
PO-0012801,S-0049,M-0137,2025-03-04,2025-04-09,100,873.51,CLOSED
PO-0012802,S-0031,M-0037,2025-04-30,2025-05-30,500,2304.31,CANCELLED
